Date,Transaction Type,Name,Memo/Description,Split,Amount,Balance
12/02/2023,Credit Card Credit,101domain,Harvey Spector,Credit Card - Ramp,-296.05,52385343.72
12/02/2023,Expense,Uber,Mike ross,Credit Card - Ramp,21.08,52385364.8
12/02/2023,Expense,June,Balapavan Tirumani,Credit Card - Ramp,149,52385513.8
12/02/2023,Expense,June,Balapavan Tirumani,Tools & Subscription - G&A,149,52385662.8
12/02/2023,Expense,Uber,Mike ross,Credit Card - Ramp,36.21,52385699.01
12/03/2023,Expense,VirtualPostMail,Harvey Spector,Credit Card - Ramp,20,52385719.01
12/03/2023,Expense,VirtualPostMail,Harvey Spector,General business expenses:Memberships & subscriptions,20,52385739.01
12/03/2023,Expense,Amazon Web Services,Balapavan Tirumani,Credit Card - Ramp,43.82,52385782.83
12/03/2023,Expense,Amazon Web Services,Balapavan Tirumani,Tools & Subscription - G&A,43.82,52385826.65
12/03/2023,Expense,Amazon Web Services,Balapavan Tirumani,Tools & Subscription - G&A,43.82,52385870.47
12/03/2023,Expense,VirtualPostMail,Harvey Spector,General business expenses:Memberships & subscriptions,20,52385890.47
12/03/2023,Expense,VirtualPostMail,Harvey Spector,Credit Card - Ramp,20,52385910.47
12/03/2023,Expense,VirtualPostMail,Harvey Spector,General business expenses:Memberships & subscriptions,20,52385930.47
12/03/2023,Expense,VirtualPostMail,Harvey Spector,Credit Card - Ramp,20,52385950.47
12/03/2023,Expense,Amazon Web Services,Balapavan Tirumani,Credit Card - Ramp,43.82,52385994.29
12/03/2023,Expense,VirtualPostMail,Harvey Spector,Credit Card - Ramp,20,52386014.29
12/03/2023,Expense,Amazon Web Services,Balapavan Tirumani,Credit Card - Ramp,43.82,52386058.11
12/03/2023,Expense,Amazon Web Services,Balapavan Tirumani,Tools & Subscription - G&A,43.82,52386101.93
12/03/2023,Expense,Amazon Web Services,Balapavan Tirumani,Tools & Subscription - G&A,43.82,52386145.75
12/03/2023,Expense,VirtualPostMail,Harvey Spector,General business expenses:Memberships & subscriptions,20,52386165.75
12/04/2023,Expense,The Carrington,Mike ross,Credit Card - Ramp,37.52,52386203.27
12/04/2023,Expense,The Carrington,Mike ross,Credit Card - Ramp,37.52,52386240.79
12/04/2023,Expense,OpenAI,Mike ross,Tools & Subscription - G&A,20,52386260.79
12/04/2023,Expense,Noahpinion,Max Kausman,Credit Card - Ramp,5.5,52386266.29
12/04/2023,Expense,OpenAI,Mike ross,Credit Card - Ramp,20,52386286.29
12/04/2023,Expense,Noahpinion,Max Kausman,Tools & Subscription - S&M,5.5,52386291.79
12/04/2023,Expense,Virgin,Chris George,Travelling Expenses,190.08,52386481.87
12/04/2023,Expense,Virgin,Chris George,Credit Card - Ramp,190.08,52386671.95
12/04/2023,Expense,Virgin,Chris George,Travelling Expenses,190.08,52386862.03
12/04/2023,Expense,The Carrington,Mike ross,Credit Card - Ramp,37.52,52386899.55
12/04/2023,Expense,Noahpinion,Max Kausman,Credit Card - Ramp,5.5,52386905.05
12/04/2023,Expense,OpenAI,Mike ross,Credit Card - Ramp,20,52386925.05
12/04/2023,Expense,The Carrington,Mike ross,Credit Card - Ramp,37.52,52386962.57
12/04/2023,Expense,OpenAI,Mike ross,Tools & Subscription - G&A,20,52386982.57
12/04/2023,Expense,Noahpinion,Max Kausman,Tools & Subscription - S&M,5.5,52386988.07
12/04/2023,Expense,The Carrington,Mike ross,Meals & Entertainment,37.52,52387025.59
12/04/2023,Expense,Noahpinion,Max Kausman,Tools & Subscription - S&M,5.5,52387031.09
12/04/2023,Expense,Virgin,Chris George,Travelling Expenses,190.08,52387221.17
12/04/2023,Expense,Virgin,Chris George,Credit Card - Ramp,190.08,52387411.25
12/04/2023,Expense,Virgin,Chris George,Travelling Expenses,190.08,52387601.33
12/04/2023,Expense,Noahpinion,Max Kausman,Tools & Subscription - S&M,5.5,52387606.83
12/04/2023,Expense,Noahpinion,Max Kausman,Credit Card - Ramp,5.5,52387612.33
12/04/2023,Expense,OpenAI,Mike ross,Tools & Subscription - G&A,20,52387632.33
12/04/2023,Expense,The Carrington,Mike ross,Meals & Entertainment,37.52,52387669.85
12/04/2023,Expense,OpenAI,Mike ross,Credit Card - Ramp,20,52387689.85
12/04/2023,Expense,Virgin,Chris George,Credit Card - Ramp,190.08,52387879.93
12/04/2023,Expense,The Carrington,Mike ross,Meals & Entertainment,37.52,52387917.45
12/04/2023,Expense,The Carrington,Mike ross,Meals & Entertainment,37.52,52387954.97
12/04/2023,Expense,OpenAI,Mike ross,Tools & Subscription - G&A,20,52387974.97
12/05/2023,Expense,OpenAI,Harvey Spector,Tools & Subscription - G&A,20,52387994.97
12/05/2023,Expense,OpenAI,Harvey Spector,Credit Card - Ramp,20,52388014.97
12/05/2023,Expense,Uber,Mike ross,Travelling Expenses,14.71,52388029.68
12/05/2023,Expense,OpenAI,Harvey Spector,Credit Card - Ramp,20,52388049.68
12/05/2023,Expense,Uber,Mike ross,Credit Card - Ramp,14.71,52388064.39
12/05/2023,Expense,OpenAI,Harvey Spector,Tools & Subscription - G&A,20,52388084.39
12/05/2023,Expense,Uber,Mike ross,Travelling Expenses,14.71,52388099.1
12/05/2023,Expense,OpenAI,Harvey Spector,Credit Card - Ramp,20,52388119.1
12/05/2023,Expense,Uber,Mike ross,Travelling Expenses,14.71,52388133.81
12/05/2023,Expense,OpenAI,Harvey Spector,Tools & Subscription - G&A,20,52388153.81
12/05/2023,Expense,Uber,Mike ross,Travelling Expenses,14.71,52388168.52
12/05/2023,Expense,Uber,Mike ross,Credit Card - Ramp,14.71,52388183.23
12/05/2023,Expense,Uber,Mike ross,Credit Card - Ramp,14.71,52388197.94
12/05/2023,Expense,OpenAI,Harvey Spector,Tools & Subscription - G&A,20,52388217.94
12/06/2023,Expense,Uber Eats,Mike ross,Credit Card - Ramp,22.46,52388240.4
12/06/2023,Expense,Singapore Air,Harvey Spector,Travel:Airfare,14.03,52388254.43
12/06/2023,Expense,Adobe,Mike ross,Credit Card - Ramp,83.31,52388337.74
12/06/2023,Expense,Uber,Mike ross,Travelling Expenses,23.54,52388361.28
12/06/2023,Expense,Singapore Air,Harvey Spector,Credit Card - Ramp,14.03,52388375.31
12/06/2023,Expense,Singapore Air,Harvey Spector,Credit Card - Ramp,14.03,52388389.34
12/06/2023,Expense,Singapore Air,Harvey Spector,Travel:Airfare,14.03,52388403.37
12/06/2023,Expense,Uber Eats,Mike ross,Credit Card - Ramp,22.46,52388425.83
12/06/2023,Expense,Adobe,Mike ross,Tools & Subscription - S&M,83.31,52388509.14
12/06/2023,Expense,Uber,Mike ross,Travelling Expenses,23.54,52388532.68
12/06/2023,Expense,Adobe,Mike ross,Tools & Subscription - S&M,83.31,52388615.99
12/06/2023,Expense,Uber,Mike ross,Travelling Expenses,19.3,52388635.29
12/06/2023,Expense,Uber,Mike ross,Credit Card - Ramp,23.54,52388658.83
12/06/2023,Expense,Uber,Mike ross,Credit Card - Ramp,19.3,52388678.13
12/06/2023,Expense,Uber,Mike ross,Travelling Expenses,19.3,52388697.43
12/06/2023,Expense,Adobe,Mike ross,Tools & Subscription - S&M,83.31,52388780.74
12/06/2023,Expense,Uber Eats,Mike ross,Meals & Entertainment,22.46,52388803.2
12/06/2023,Expense,Uber Eats,Mike ross,Meals & Entertainment,22.46,52388825.66
12/06/2023,Expense,Uber Eats,Mike ross,Credit Card - Ramp,22.46,52388848.12
12/06/2023,Expense,Uber,Mike ross,Travelling Expenses,19.3,52388867.42
12/06/2023,Expense,Uber,Mike ross,Travelling Expenses,23.54,52388890.96
12/06/2023,Expense,Uber Eats,Mike ross,Credit Card - Ramp,22.46,52388913.42
12/06/2023,Expense,Uber Eats,Mike ross,Meals & Entertainment,22.46,52388935.88
12/06/2023,Expense,Adobe,Mike ross,Tools & Subscription - S&M,83.31,52389019.19
12/06/2023,Expense,Uber,Mike ross,Travelling Expenses,23.54,52389042.73
12/06/2023,Expense,Singapore Air,Harvey Spector,Travel:Airfare,14.03,52389056.76
12/06/2023,Expense,Uber,Mike ross,Travelling Expenses,19.3,52389076.06
12/06/2023,Expense,Adobe,Mike ross,Credit Card - Ramp,83.31,52389159.37
12/06/2023,Expense,Uber,Mike ross,Credit Card - Ramp,23.54,52389182.91
12/06/2023,Expense,Adobe,Mike ross,Credit Card - Ramp,83.31,52389266.22
12/06/2023,Expense,Singapore Air,Harvey Spector,Credit Card - Ramp,14.03,52389280.25
12/06/2023,Expense,Singapore Air,Harvey Spector,Travel:Airfare,14.03,52389294.28
12/06/2023,Expense,Uber Eats,Mike ross,Meals & Entertainment,22.46,52389316.74
12/06/2023,Expense,Uber,Mike ross,Credit Card - Ramp,19.3,52389336.04
12/06/2023,Expense,Uber,Mike ross,Credit Card - Ramp,23.54,52389359.58
12/06/2023,Expense,Uber,Mike ross,Credit Card - Ramp,19.3,52389378.88
12/07/2023,Expense,Heroku,Balapavan Tirumani,Credit Card - Ramp,85,52389463.88
12/07/2023,Expense,Supabase,Harris Jose,Credit Card - Ramp,34.35,52389498.23
12/07/2023,Expense,Supabase,Harris Jose,Credit Card - Ramp,34.35,52389532.58
12/07/2023,Expense,Supabase,Harris Jose,Tools & Subscription - G&A,34.35,52389566.93
12/07/2023,Expense,Heroku,Balapavan Tirumani,Credit Card - Ramp,85,52389651.93
12/07/2023,Expense,Heroku,Balapavan Tirumani,Tools & Subscription - S&M,85,52389736.93
12/07/2023,Expense,Heroku,Balapavan Tirumani,Tools & Subscription - S&M,85,52389821.93
12/07/2023,Expense,Heroku,Balapavan Tirumani,Credit Card - Ramp,85,52389906.93
12/07/2023,Expense,Heroku,Balapavan Tirumani,Tools & Subscription - S&M,85,52389991.93
12/07/2023,Expense,Supabase,Harris Jose,Tools & Subscription - G&A,34.35,52390026.28
12/07/2023,Expense,Supabase,Harris Jose,Tools & Subscription - G&A,34.35,52390060.63
12/07/2023,Expense,Heroku,Balapavan Tirumani,Tools & Subscription - S&M,85,52390145.63
12/07/2023,Expense,Supabase,Harris Jose,Credit Card - Ramp,34.35,52390179.98
12/07/2023,Expense,Supabase,Harris Jose,Tools & Subscription - G&A,34.35,52390214.33
12/08/2023,Expense,Leonardo.ai,Mike ross,Tools & Subscription - G&A,132,52390346.33
12/08/2023,Expense,Leonardo.ai,Mike ross,Tools & Subscription - G&A,132,52390478.33
12/08/2023,Expense,Flight Darkfield Sydney,Mike ross,Credit Card - Ramp,36.08,52390514.41
12/08/2023,Expense,Flight Darkfield Sydney,Mike ross,Meals & Entertainment,36.08,52390550.49
12/08/2023,Expense,Flight Darkfield Sydney,Mike ross,Credit Card - Ramp,36.08,52390586.57
12/08/2023,Expense,Flight Darkfield Sydney,Mike ross,Credit Card - Ramp,36.08,52390622.65
12/08/2023,Expense,Flight Darkfield Sydney,Mike ross,Meals & Entertainment,36.08,52390658.73
12/08/2023,Expense,Leonardo.ai,Mike ross,Credit Card - Ramp,132,52390790.73
12/08/2023,Expense,Leonardo.ai,Mike ross,Tools & Subscription - G&A,132,52390922.73
12/08/2023,Expense,Flight Darkfield Sydney,Mike ross,Meals & Entertainment,36.08,52390958.81
12/08/2023,Expense,Leonardo.ai,Mike ross,Credit Card - Ramp,132,52391090.81
12/08/2023,Expense,Flight Darkfield Sydney,Mike ross,Meals & Entertainment,36.08,52391126.89
12/08/2023,Expense,Leonardo.ai,Mike ross,Tools & Subscription - G&A,132,52391258.89
12/08/2023,Expense,Flight Darkfield Sydney,Mike ross,Credit Card - Ramp,36.08,52391294.97
12/08/2023,Expense,Leonardo.ai,Mike ross,Credit Card - Ramp,132,52391426.97
12/09/2023,Expense,Usersnap,Harris Jose,Tools & Subscription - G&A,99,52391525.97
12/09/2023,Expense,OpenAI,Balapavan Tirumani,Tools & Subscription - G&A,20,52391545.97
12/09/2023,Expense,Uber,Mike ross,Travelling Expenses,21.61,52391567.58
12/09/2023,Expense,Uber,Mike ross,Travelling Expenses,20.48,52391588.06
12/09/2023,Expense,OpenAI,Balapavan Tirumani,Tools & Subscription - G&A,20,52391608.06
12/09/2023,Expense,OpenAI,Balapavan Tirumani,Credit Card - Ramp,20,52391628.06
12/09/2023,Expense,Uber,Mike ross,Travelling Expenses,21.61,52391649.67
12/09/2023,Expense,Usersnap,Harris Jose,Credit Card - Ramp,99,52391748.67
12/09/2023,Expense,Usersnap,Harris Jose,Tools & Subscription - G&A,99,52391847.67
12/09/2023,Expense,Uber,Mike ross,Credit Card - Ramp,20.48,52391868.15
12/09/2023,Expense,Uber,Mike ross,Travelling Expenses,20.48,52391888.63
12/09/2023,Expense,Usersnap,Harris Jose,Tools & Subscription - G&A,99,52391987.63
12/09/2023,Expense,Uber,Mike ross,Credit Card - Ramp,21.61,52392009.24
12/09/2023,Expense,OpenAI,Balapavan Tirumani,Tools & Subscription - G&A,20,52392029.24
12/09/2023,Expense,Uber,Mike ross,Credit Card - Ramp,21.61,52392050.85
12/09/2023,Expense,Uber,Mike ross,Travelling Expenses,20.48,52392071.33
12/09/2023,Expense,Uber,Mike ross,Travelling Expenses,21.61,52392092.94
12/09/2023,Expense,Usersnap,Harris Jose,Credit Card - Ramp,99,52392191.94
12/09/2023,Expense,Uber,Mike ross,Credit Card - Ramp,20.48,52392212.42
12/09/2023,Expense,OpenAI,Balapavan Tirumani,Tools & Subscription - G&A,20,52392232.42
12/09/2023,Expense,Uber,Mike ross,Travelling Expenses,21.61,52392254.03
12/09/2023,Expense,OpenAI,Balapavan Tirumani,Credit Card - Ramp,20,52392274.03
12/09/2023,Expense,Usersnap,Harris Jose,Tools & Subscription - G&A,99,52392373.03
12/09/2023,Expense,Usersnap,Harris Jose,Credit Card - Ramp,99,52392472.03
12/09/2023,Expense,Uber,Mike ross,Credit Card - Ramp,20.48,52392492.51
12/09/2023,Expense,Uber,Mike ross,Credit Card - Ramp,21.61,52392514.12
12/09/2023,Expense,Uber,Mike ross,Travelling Expenses,20.48,52392534.6
12/09/2023,Expense,OpenAI,Balapavan Tirumani,Credit Card - Ramp,20,52392554.6
12/10/2023,Expense,Zoom,Max Kausman,Tools & Subscription - G&A,15.99,52392570.59
12/10/2023,Expense,Pause Cafe,Harvey Spector,Meals & Entertainment,12,52392582.59
12/10/2023,Expense,Pause Cafe,Harvey Spector,Credit Card - Ramp,12,52392594.59
12/10/2023,Expense,Holly Cafe,Max Kausman,Meals & Entertainment,6.61,52392601.2
12/10/2023,Expense,Holly Cafe,Max Kausman,Credit Card - Ramp,6.61,52392607.81
12/10/2023,Expense,Amazon,Chris George,Credit Card - Ramp,24.56,52392632.37
12/10/2023,Expense,Zoom,Max Kausman,Credit Card - Ramp,15.99,52392648.36
12/10/2023,Expense,Pause Cafe,Harvey Spector,Meals & Entertainment,12,52392660.36
12/10/2023,Expense,Amazon,Chris George,Tools & Subscription - G&A,24.56,52392684.92
12/10/2023,Expense,Amazon,Chris George,Tools & Subscription - G&A,24.56,52392709.48
12/10/2023,Expense,Headout,Harvey Spector,Travelling Expenses,27.77,52392737.25
12/10/2023,Expense,Holly Cafe,Max Kausman,Meals & Entertainment,6.61,52392743.86
12/10/2023,Expense,Headout,Harvey Spector,Credit Card - Ramp,27.77,52392771.63
12/10/2023,Expense,Headout,Harvey Spector,Credit Card - Ramp,27.77,52392799.4
12/10/2023,Expense,Amazon Au,Chris George,Credit Card - Ramp,24.56,52392823.96
12/10/2023,Expense,Headout,Harvey Spector,Travelling Expenses,27.77,52392851.73
12/10/2023,Expense,Amazon Au,Chris George,Tools & Subscription,24.56,52392876.29
12/10/2023,Expense,Headout,Harvey Spector,Travelling Expenses,27.77,52392904.06
12/10/2023,Expense,Holly Cafe,Max Kausman,Meals & Entertainment,6.61,52392910.67
12/10/2023,Expense,Amazon Au,Chris George,Tools & Subscription,24.56,52392935.23
12/10/2023,Expense,Amazon,Chris George,Tools & Subscription - G&A,24.56,52392959.79
12/10/2023,Expense,Amazon Au,Chris George,Tools & Subscription,24.56,52392984.35
12/10/2023,Expense,Pause Cafe,Harvey Spector,Meals & Entertainment,12,52392996.35
12/10/2023,Expense,Amazon Au,Chris George,Tools & Subscription,24.56,52393020.91
12/10/2023,Expense,Amazon,Chris George,Tools & Subscription - G&A,24.56,52393045.47
12/10/2023,Expense,Zoom,Max Kausman,Tools & Subscription - G&A,15.99,52393061.46
12/10/2023,Expense,Holly Cafe,Max Kausman,Meals & Entertainment,6.61,52393068.07
12/10/2023,Expense,Pause Cafe,Harvey Spector,Meals & Entertainment,12,52393080.07
12/10/2023,Expense,Amazon Au,Chris George,Credit Card - Ramp,24.56,52393104.63
12/10/2023,Expense,Holly Cafe,Max Kausman,Credit Card - Ramp,6.61,52393111.24
12/10/2023,Expense,Pause Cafe,Harvey Spector,Credit Card - Ramp,12,52393123.24
12/10/2023,Expense,Amazon,Chris George,Credit Card - Ramp,24.56,52393147.8
12/10/2023,Expense,Zoom,Max Kausman,Credit Card - Ramp,15.99,52393163.79
12/10/2023,Expense,Headout,Harvey Spector,Credit Card - Ramp,27.77,52393191.56
12/10/2023,Expense,Zoom,Max Kausman,Tools & Subscription - G&A,15.99,52393207.55
12/10/2023,Expense,Headout,Harvey Spector,Travelling Expenses,27.77,52393235.32
12/10/2023,Expense,Pause Cafe,Harvey Spector,Credit Card - Ramp,12,52393247.32
12/10/2023,Expense,Amazon,Chris George,Credit Card - Ramp,24.56,52393271.88
12/10/2023,Expense,Zoom,Max Kausman,Credit Card - Ramp,15.99,52393287.87
12/10/2023,Expense,Holly Cafe,Max Kausman,Credit Card - Ramp,6.61,52393294.48
12/10/2023,Expense,Pause Cafe,Harvey Spector,Credit Card - Ramp,12,52393306.48
12/10/2023,Expense,Zoom,Max Kausman,Tools & Subscription - G&A,15.99,52393322.47
12/10/2023,Expense,Amazon Au,Chris George,Credit Card - Ramp,24.56,52393347.03
12/10/2023,Expense,Holly Cafe,Max Kausman,Credit Card - Ramp,6.61,52393353.64
12/11/2023,Expense,Uber Eats,Mike ross,Credit Card - Ramp,29.27,52393382.91
12/11/2023,Expense,Transport,Harvey Spector,Credit Card - Ramp,5.33,52393388.24
12/11/2023,Expense,Uber,Mike ross,Credit Card - Ramp,15.04,52393403.28
12/11/2023,Expense,Transport,Harvey Spector,Travelling Expenses,7.16,52393410.44
12/11/2023,Expense,Uber Eats,Mike ross,Meals & Entertainment,29.27,52393439.71
12/11/2023,Expense,Amazon,Chris George,Tools & Subscription - G&A,31.19,52393470.9
12/11/2023,Expense,Transport,Harvey Spector,Credit Card - Ramp,5.33,52393476.23
12/11/2023,Expense,Amazon,Chris George,Credit Card - Ramp,31.19,52393507.42
12/11/2023,Expense,Uber,Mike ross,Travelling Expenses,15.04,52393522.46
12/11/2023,Expense,Amazon,Chris George,Tools & Subscription - G&A,31.19,52393553.65
12/11/2023,Expense,Uber,Mike ross,Travelling Expenses,15.04,52393568.69
12/11/2023,Expense,Transport,Harvey Spector,Credit Card - Ramp,7.16,52393575.85
12/11/2023,Expense,Amazon,Chris George,Credit Card - Ramp,31.19,52393607.04
12/11/2023,Expense,Transport,Harvey Spector,Travelling Expenses,5.33,52393612.37
12/11/2023,Expense,Uber,Mike ross,Credit Card - Ramp,15.04,52393627.41
12/11/2023,Expense,Transport,Harvey Spector,Travelling Expenses,5.33,52393632.74
12/11/2023,Expense,Transport,Harvey Spector,Travelling Expenses,7.16,52393639.9
12/11/2023,Expense,Uber Eats,Mike ross,Meals & Entertainment,29.27,52393669.17
12/11/2023,Expense,Uber,Mike ross,Travelling Expenses,15.04,52393684.21
12/11/2023,Expense,Uber,Mike ross,Credit Card - Ramp,15.04,52393699.25
12/11/2023,Expense,Amazon,Chris George,Tools & Subscription - G&A,31.19,52393730.44
12/11/2023,Expense,Uber Eats,Mike ross,Credit Card - Ramp,29.27,52393759.71
12/11/2023,Expense,Uber Eats,Mike ross,Credit Card - Ramp,29.27,52393788.98
12/11/2023,Expense,Uber Eats,Mike ross,Meals & Entertainment,29.27,52393818.25
12/11/2023,Expense,Amazon,Chris George,Credit Card - Ramp,31.19,52393849.44
12/11/2023,Expense,Transport,Harvey Spector,Travelling Expenses,7.16,52393856.6
12/11/2023,Expense,Amazon,Chris George,Tools & Subscription - G&A,31.19,52393887.79
12/11/2023,Expense,Transport,Harvey Spector,Credit Card - Ramp,7.16,52393894.95
12/11/2023,Expense,Transport,Harvey Spector,Credit Card - Ramp,5.33,52393900.28
12/11/2023,Expense,Uber Eats,Mike ross,Credit Card - Ramp,29.27,52393929.55
12/11/2023,Expense,Transport,Harvey Spector,Credit Card - Ramp,7.16,52393936.71
12/11/2023,Expense,Transport,Harvey Spector,Travelling Expenses,5.33,52393942.04
12/11/2023,Expense,Uber Eats,Mike ross,Meals & Entertainment,29.27,52393971.31
12/11/2023,Expense,Uber,Mike ross,Travelling Expenses,15.04,52393986.35
12/11/2023,Expense,Transport,Harvey Spector,Travelling Expenses,7.16,52393993.51
12/11/2023,Expense,Transport,Harvey Spector,Travelling Expenses,5.33,52393998.84
12/12/2023,Expense,Transport,Harvey Spector,Credit Card - Ramp,7.16,52394006
12/12/2023,Expense,Amazon Pay,Harris Jose,Professional Service Charges,10.43,52394016.43
12/12/2023,Expense,Bat + Bun,Mike ross,Meals & Entertainment,21.12,52394037.55
12/12/2023,Expense,Adobe,Chris George,Tools & Subscription - S&M,20.99,52394058.54
12/12/2023,Expense,Careem,Harvey Spector,Credit Card - Ramp,11.96,52394070.5
12/12/2023,Expense,WordPress,Harris Jose,Credit Card - Ramp,15.57,52394086.07
12/12/2023,Expense,Careem,Harvey Spector,Travelling Expenses,11.96,52394098.03
12/12/2023,Expense,Transport,Harvey Spector,Travelling Expenses,7.16,52394105.19
12/12/2023,Expense,Amazon Pay,Harris Jose,Credit Card - Ramp,10.43,52394115.62
12/12/2023,Expense,Bat + Bun,Mike ross,Credit Card - Ramp,21.12,52394136.74
12/12/2023,Expense,Shroff Publishers and Distributors,Harris Jose,Credit Card - Ramp,18.64,52394155.38
12/12/2023,Expense,Careem,Harvey Spector,Travelling Expenses,11.96,52394167.34
12/12/2023,Expense,Adobe,Chris George,Tools & Subscription - S&M,20.99,52394188.33
12/12/2023,Expense,Shroff Publishers and Distributors,Harris Jose,General business expenses:Memberships & subscriptions,18.64,52394206.97
12/12/2023,Expense,Uber,Mike ross,Travelling Expenses,8.67,52394215.64
12/12/2023,Expense,Amazon Pay,Harris Jose,Credit Card - Ramp,10.43,52394226.07
12/12/2023,Expense,Careem,Harvey Spector,Travelling Expenses,11.96,52394238.03
12/12/2023,Expense,Transport,Harvey Spector,Travelling Expenses,7.16,52394245.19
12/12/2023,Expense,Bat + Bun,Mike ross,Credit Card - Ramp,21.12,52394266.31
12/12/2023,Expense,Bat + Bun,Mike ross,Meals & Entertainment,21.12,52394287.43
12/12/2023,Expense,Adobe,Chris George,Tools & Subscription - S&M,20.99,52394308.42
12/12/2023,Expense,Amazon Pay,Harris Jose,Professional Service Charges,10.43,52394318.85
12/12/2023,Expense,Adobe,Chris George,Tools & Subscription - S&M,20.99,52394339.84
12/12/2023,Expense,Uber,Mike ross,Travelling Expenses,8.67,52394348.51
12/12/2023,Expense,WordPress,Harris Jose,Tools & Subscription - G&A,15.57,52394364.08
12/12/2023,Expense,Shroff Publishers and Distributors,Harris Jose,General business expenses:Memberships & subscriptions,18.64,52394382.72
12/12/2023,Expense,Shroff Publishers and Distributors,Harris Jose,Credit Card - Ramp,18.64,52394401.36
12/12/2023,Expense,Adobe,Chris George,Credit Card - Ramp,20.99,52394422.35
12/12/2023,Expense,Bat + Bun,Mike ross,Meals & Entertainment,21.12,52394443.47
12/12/2023,Expense,Transport,Harvey Spector,Credit Card - Ramp,7.16,52394450.63
12/12/2023,Expense,Uber,Mike ross,Travelling Expenses,8.67,52394459.3
12/12/2023,Expense,Amazon Pay,Harris Jose,Professional Service Charges,10.43,52394469.73
12/12/2023,Expense,WordPress,Harris Jose,Tools & Subscription - G&A,15.57,52394485.3
12/12/2023,Expense,Amazon Pay,Harris Jose,Credit Card - Ramp,10.43,52394495.73
12/12/2023,Expense,Shroff Publishers and Distributors,Harris Jose,General business expenses:Memberships & subscriptions,18.64,52394514.37
12/12/2023,Expense,Shroff Publishers and Distributors,Harris Jose,General business expenses:Memberships & subscriptions,18.64,52394533.01
12/12/2023,Expense,Uber,Mike ross,Credit Card - Ramp,8.67,52394541.68
12/12/2023,Expense,Bat + Bun,Mike ross,Meals & Entertainment,21.12,52394562.8
12/12/2023,Expense,WordPress,Harris Jose,Credit Card - Ramp,15.57,52394578.37
12/12/2023,Expense,WordPress,Harris Jose,Tools & Subscription - G&A,15.57,52394593.94
12/12/2023,Expense,Uber,Mike ross,Travelling Expenses,8.67,52394602.61
12/12/2023,Expense,Adobe,Chris George,Credit Card - Ramp,20.99,52394623.6
12/12/2023,Expense,Shroff Publishers and Distributors,Harris Jose,Credit Card - Ramp,18.64,52394642.24
12/12/2023,Expense,Bat + Bun,Mike ross,Credit Card - Ramp,21.12,52394663.36
12/12/2023,Expense,Amazon Pay,Harris Jose,Professional Service Charges,10.43,52394673.79
12/12/2023,Expense,Careem,Harvey Spector,Credit Card - Ramp,11.96,52394685.75
12/12/2023,Expense,WordPress,Harris Jose,Credit Card - Ramp,15.57,52394701.32
12/12/2023,Expense,Uber,Mike ross,Credit Card - Ramp,8.67,52394709.99
12/12/2023,Expense,WordPress,Harris Jose,Tools & Subscription - G&A,15.57,52394725.56
12/12/2023,Expense,Careem,Harvey Spector,Travelling Expenses,11.96,52394737.52
12/12/2023,Expense,Transport,Harvey Spector,Travelling Expenses,7.16,52394744.68
12/12/2023,Expense,Uber,Mike ross,Credit Card - Ramp,8.67,52394753.35
12/12/2023,Expense,Careem,Harvey Spector,Credit Card - Ramp,11.96,52394765.31
12/12/2023,Expense,Transport,Harvey Spector,Travelling Expenses,7.16,52394772.47
12/12/2023,Expense,Adobe,Chris George,Credit Card - Ramp,20.99,52394793.46
12/12/2023,Expense,Transport,Harvey Spector,Credit Card - Ramp,7.16,52394800.62
12/12/2023,Expense,Bat + Bun,Mike ross,Credit Card - Ramp,21.12,52394821.74
12/12/2023,Expense,Shroff Publishers and Distributors,Harris Jose,Credit Card - Ramp,18.64,52394840.38
12/12/2023,Expense,Amazon Pay,Harris Jose,Credit Card - Ramp,10.43,52394850.81
12/13/2023,Expense,Figma,Mike ross,Tools & Subscription - G&A,70,52394920.81
12/13/2023,Expense,Telstra,Mike ross,Credit Card - Ramp,42.24,52394963.05
12/13/2023,Expense,Lenny Rachitsky,Max Kausman,Credit Card - Ramp,15,52394978.05
12/13/2023,Expense,Figma,Mike ross,Credit Card - Ramp,70,52395048.05
12/13/2023,Expense,Telstra,Mike ross,Utilities:Internet & TV services,42.24,52395090.29
12/13/2023,Expense,Lenny Rachitsky,Max Kausman,General business expenses:Memberships & subscriptions,15,52395105.29
12/13/2023,Expense,Vercel,Harris Jose,Credit Card - Ramp,240,52395345.29
12/13/2023,Expense,Telstra,Mike ross,Utilities:Internet & TV services,42.24,52395387.53
12/13/2023,Expense,Figma,Mike ross,Credit Card - Ramp,70,52395457.53
12/13/2023,Expense,Figma,Mike ross,Tools & Subscription - G&A,70,52395527.53
12/13/2023,Expense,Lenny Rachitsky,Max Kausman,Credit Card - Ramp,15,52395542.53
12/13/2023,Expense,Vercel,Harris Jose,Credit Card - Ramp,240,52395782.53
12/13/2023,Expense,Lenny Rachitsky,Max Kausman,General business expenses:Memberships & subscriptions,15,52395797.53
12/13/2023,Expense,Lenny Rachitsky,Max Kausman,Credit Card - Ramp,15,52395812.53
12/13/2023,Expense,Vercel,Harris Jose,Credit Card - Ramp,240,52396052.53
12/13/2023,Expense,Lenny Rachitsky,Max Kausman,General business expenses:Memberships & subscriptions,15,52396067.53
12/13/2023,Expense,Telstra,Mike ross,Utilities:Internet & TV services,42.24,52396109.77
